Descripcion,Total Entidades-Sector Elictrico,    Aguascalientes,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Baja California,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Baja California Sur,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Campeche,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Chiapas,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Chihuahua,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Coahuila,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Colima,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Distrito Federal,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Durango,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Guanajuato,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Guerrero,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Hidalgo,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Jalisco,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    M?xico,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Michoacan,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Morelos,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Nayarit,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Nuevo Le?n,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Oaxaca,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Puebla,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Quer?taro,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Quintana Roo,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    San Luis Potosi,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Sinaloa,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Sonora,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Tabasco,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Tamaulipas,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Tlaxcala,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Veracruz,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Yucatan,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria,    Zacatecas,        Residencial,        Comercial,        Servicios,        Agr?cola,        Industrial,        Mediana Industria,        Gran Industria
2008-02,14345176,173632,33456,11167,7498,22631,98880,74286,24594,655804,180264,41079,16534,10933,406994,283216,123778,113901,36093,12068,7083,11629,47028,41907,5121,75382,31300,7415,6563,1842,28262,28262,N/D,185951,96482,21137,12312,6493,49527,49527,N/D,655194,153604,28724,17417,41667,413782,315349,98433,755024,112221,17878,13560,46662,564703,228531,336172,119913,23312,7617,4215,7258,77511,31655,45856,1138999,306424,227132,53774,58,551611,489484,62127,218202,43734,9465,7412,39318,118273,80915,37358,732297,142394,38208,20255,133750,397690,205856,191834,228097,92812,26917,18869,1199,88300,83043,5257,253989,53140,15522,17198,3818,164311,107890,56421,897273,223395,78255,34972,58246,502405,354005,148400,1315149,266047,86451,80698,3725,878228,582953,295275,674175,127580,37368,19671,37210,452346,85475,366871,193541,60416,16248,12554,3593,100730,62655,38075,85780,37472,9854,4592,1066,32796,32961,-165,1208865,223870,45708,20235,7515,911537,500686,410851,186715,80529,23950,14037,3436,64763,27800,36963,687883,232204,41286,26706,30031,357656,202180,155476,297596,47950,14286,9727,21146,204487,136439,68048,262137,60996,17360,6859,342,176580,161288,15292,389638,73757,18179,12812,20743,264147,89721,174426,292800,122224,23242,12170,13362,121802,117552,4250,593069,143149,26653,12554,62751,347962,190438,157524,209785,92909,19841,12268,119,84648,57256,27392,568485,160928,27734,17258,7534,355031,272838,82193,151571,27896,7046,9517,1878,105234,46259,58975,656143,122616,51739,23943,5138,452707,186648,266059,212529,67005,17684,10558,6326,110956,93685,17271,155657,41926,9618,18473,25544,60096,50938,9158
2008-03,14572517,185069,35991,10558,6734,23065,108721,72972,35749,659538,155166,48508,13016,15052,427796,295777,132019,118400,33896,12060,7098,13489,51857,46254,5603,76862,30333,8071,6188,2959,29311,29311,N/D,197845,100894,23394,11816,6654,55087,55087,N/D,661668,129968,24191,16042,77797,413670,310702,102968,698758,105934,20335,12790,46184,513515,237767,275748,120736,22855,7770,4187,7795,78129,32339,45790,1157070,304817,229917,62193,44,560099,501464,58635,214763,39957,10052,7037,37970,119747,80242,39505,768666,137292,37656,26035,158390,409293,219637,189656,221006,83035,25677,18013,929,93352,87594,5758,269541,50927,15738,18006,4728,180142,118774,61368,887092,203160,80377,36699,49847,517009,354570,162439,1295905,239358,84113,92359,3756,876319,596191,280128,666254,105423,32147,19634,42192,466858,87728,379130,190445,49406,17239,12444,4060,107296,67837,39459,84562,34823,8883,4703,1869,34284,34216,68,1170398,203115,41535,17887,9204,898657,517387,381270,188213,72834,23712,13694,4327,73646,30409,43237,600955,130092,44918,25651,40011,360283,199044,161239,309473,46821,17400,10195,22292,212765,141097,71668,279411,58257,22539,7452,409,190754,174983,15771,501848,70230,17152,12160,19598,382708,90351,292357,290174,105177,23843,12118,17972,131064,126827,4237,642496,129263,25250,11865,83701,392417,198828,193589,208441,85518,20729,11883,238,90073,58975,31098,585673,151115,31180,15829,6324,381225,276655,104570,154273,25642,7812,9339,2539,108941,44528,64413,812744,225790,54782,24390,6702,501080,195005,306075,222112,67889,23152,10280,6282,114509,96467,18042,132126,36962,9591,13315,29229,43029,32660,10369
2008-04,15008707,192859,30343,10751,6569,28235,116961,79376,37585,679647,161525,40259,12787,21229,443847,310871,132976,122654,35169,12786,6976,14690,53033,47979,5054,83074,33706,7895,6531,2333,32609,32541,68,194697,96985,22219,11755,5114,58624,58580,44,763666,129408,27380,23478,152912,430488,327063,103425,724415,103450,18566,12777,54755,534867,258848,276019,125704,21788,7636,4215,7955,84110,35925,48185,1121283,278762,226367,49785,82,566287,506413,59874,223542,40057,9291,7281,44510,122403,83643,38760,800613,128143,35300,26119,169892,441159,235706,205453,226989,82212,26097,20618,1572,96490,88946,7544,267377,46793,14782,17730,7744,180328,115585,64743,939428,209440,78746,35303,60725,555214,392471,162743,1298427,240026,86193,85769,5209,881230,593104,288126,674151,123762,38274,19919,47614,444582,94591,349991,199979,58090,16335,13910,4911,106733,67353,39380,89500,35222,9928,5428,1194,37728,37056,672,1214456,219307,50450,17877,14210,912612,584736,327876,185050,78093,24763,14717,4282,63195,31997,31198,616725,126990,41030,27002,27791,393912,216197,177715,314156,45101,14397,10599,25859,218200,149046,69154,283905,64559,17215,7506,423,194202,178301,15901,439029,67939,17960,12072,24991,316067,94806,221261,334562,129409,24740,12470,23289,144654,140363,4291,672520,133777,26714,12583,108963,390483,216347,174136,229214,99876,20755,12429,583,95571,65342,30229,635855,168377,29829,16259,9140,412250,315853,96397,154649,25500,6630,9414,3104,110001,48427,61574,824318,214487,52827,24936,10292,521776,211281,310495,226792,71543,18570,10325,5844,120510,101145,19365,149471,36117,8961,13106,47814,43473,33077,10396
2008-05,16125863,215073,37893,12064,7056,32748,125312,83363,41949,710430,173880,52296,13577,24513,446164,325788,120376,140256,39041,14109,7233,13488,66385,58847,7538,93889,38459,9384,6615,3807,35624,35624,N/D,212626,108358,25267,12290,5099,61612,61612,N/D,862033,132891,26074,16777,225825,460466,347121,113345,767829,128686,24138,13038,68681,533286,280698,252588,134309,26246,8335,4278,8830,86620,38107,48513,1157998,298242,231197,52965,62,575532,514541,60991,253727,43396,11376,7542,59440,131973,91730,40243,845804,140715,40459,28481,175732,460417,255502,204915,234615,89444,27226,18948,945,98052,93925,4127,268992,49701,15620,17880,6820,178971,113123,65848,972862,213528,86778,38655,59430,574471,406758,167713,1314612,230755,79931,94970,4130,904826,600332,304494,697371,114361,35137,20322,42395,485156,96064,389092,198178,54693,17505,12386,4560,109034,68600,40434,94620,36969,8530,4976,690,43455,42523,932,1380523,278358,55251,17836,12456,1016622,643859,372763,189404,78019,25282,14649,3689,67765,34224,33541,627773,132654,46589,27016,26619,394895,208455,186440,351666,49063,18980,10655,29817,243151,153759,89392,314565,71170,25094,6853,490,210958,193514,17444,456384,76778,19506,12441,34057,313602,101136,212466,392598,157903,31124,12741,25630,165200,160324,4876,712413,164648,31818,12716,108527,394704,236352,158352,243165,107188,24363,12368,498,98748,74583,24165,737255,209547,40141,16553,10250,460764,355931,104833,155327,26042,7931,9352,2445,109557,47427,62130,935473,276797,65077,26394,11125,556080,225784,330296,264538,87302,27237,10422,8907,130670,111731,18939,189555,37148,10036,14004,82313,46054,35254,10800
2008-06,16550561,202610,31889,11524,5505,29983,123709,79181,44528,808204,246579,47484,12967,21953,479221,346545,132676,145386,43733,15404,8495,12018,65736,56869,8867,96377,40961,9254,9178,3240,33744,33744,N/D,195718,101646,23584,11853,2405,56230,56230,N/D,922017,159996,33212,16433,224066,488310,375548,112762,782854,149042,24356,13329,63082,533045,288663,244382,128434,26881,8989,4323,7246,80995,38110,42885,1176327,279149,222378,63173,61,611566,548905,62661,245524,47689,10665,7255,51682,128233,88830,39403,826022,143620,41595,29137,175000,436670,238850,197820,235029,91760,28634,19223,941,94471,90864,3607,272400,48668,14749,21376,5746,181861,114689,67172,952541,232134,87515,35635,43851,553406,389565,163841,1306909,239339,78586,99586,4182,885216,605934,279282,723054,134338,42014,19937,34731,492034,89834,402200,206393,61649,18851,13447,2942,109504,70803,38701,103036,42360,11860,4571,539,43706,42917,789,1468533,322476,65063,16714,14596,1049684,690480,359204,195850,83805,26127,14276,2034,69608,30564,39044,608301,129375,42152,25957,15958,394859,208039,186820,343090,48399,15326,10469,25598,243298,160543,82755,306611,73601,19066,6671,542,206731,190485,16246,459511,76745,20019,12480,28820,321447,97784,223663,458697,218760,33842,13146,16271,176678,172013,4665,835648,246110,38960,12395,100578,437605,271478,166127,247647,126140,23721,12321,217,85248,68691,16557,798967,257972,40888,16334,14819,468954,369599,99355,150926,25277,6874,8896,1383,108496,46154,62342,895567,267307,63361,27010,8482,529407,219675,309732,251663,85803,20672,11039,6401,127748,109255,18493,200715,39296,10183,16372,69514,65350,54323,11027
2008-07,16714906,186381,35718,11183,-45,19684,119841,79449,40392,956445,384440,65611,14345,23973,468076,378725,89351,161820,51555,17493,7402,11498,73872,64482,9390,92590,40071,9349,7268,631,35271,35271,N/D,206511,107183,25509,14329,1709,57781,57781,N/D,1002786,183926,31814,16351,286063,484632,392120,92512,832951,172051,28352,10964,72709,548875,290809,258066,126517,29358,9020,4036,3183,80920,38883,42037,1183343,285364,246132,52932,58,598857,538409,60448,259929,52522,12727,7654,53441,133585,93197,40388,683801,139800,40825,29475,50202,423499,239895,183604,213390,83721,24451,13647,368,91203,86210,4993,257132,47666,14815,16838,2971,174842,113184,61658,931087,228864,92222,34669,15302,560030,395947,164083,1292505,225643,79595,89003,2874,895390,604933,290457,685366,115463,35254,19564,5798,509287,89309,419978,194120,50266,19150,14579,1562,108563,68008,40555,106056,45766,9952,4482,278,45578,44901,677,1465898,356180,64612,19492,12441,1013173,657080,356093,194681,80227,25474,13748,1044,74188,31475,42713,604316,127687,45093,29402,14023,388111,210468,177643,313813,45842,17739,17602,11011,221619,140963,80656,334766,81494,26992,7492,127,218661,202009,16652,395829,77747,19752,11916,24747,261667,98382,163285,536305,285448,41693,11944,7814,189406,184846,4560,988355,377507,49462,12640,91919,456827,291354,165473,244699,117207,24456,12068,29,90939,72296,18643,800845,283604,47563,16534,4491,448653,349580,99073,158803,23410,7551,8815,548,118479,48778,69701,904556,284264,67723,24031,2192,526346,219296,307050,261710,92486,27876,10471,2289,128588,110279,18309,137600,36769,10255,10648,53132,26796,12801,13995
2008-08,16945880,183382,31381,11561,9743,12253,118444,81426,37018,1076591,415503,63218,13275,27128,557467,384202,173265,177975,66996,19139,7339,8821,75680,66744,8936,95127,42055,9078,6623,1649,35722,35503,219,194857,99306,23136,15754,1973,54688,54673,15,901031,201652,37079,16176,155953,490171,393778,96393,828645,174569,24977,11067,64270,553762,290524,263238,133538,30361,9231,4132,1382,88432,39344,49088,1223628,271676,233190,51804,41,666917,604998,61919,252161,52123,11098,7540,46651,134749,95177,39572,671335,139705,40690,28750,41281,420909,238714,182195,221499,91599,25094,14343,236,90227,86265,3962,271298,46408,15471,17893,3408,188118,121836,66282,927375,227932,84684,36269,12886,565604,397750,167854,1341639,240221,88439,87713,1966,923300,623874,299426,677884,128438,38662,19731,4792,486261,89496,396765,202907,58272,17396,14546,898,111795,70139,41656,112389,49394,12249,4675,-74,46145,45331,814,1492519,362103,68049,19393,12978,1029996,670795,359201,201318,91458,24838,13781,617,70624,31700,38924,601588,125300,40734,26377,14292,394885,212011,182874,297236,47290,15028,18488,10675,205755,140442,65313,333528,84035,20237,7081,294,221881,205262,16619,424930,77265,19402,12079,18612,297572,99080,198492,571443,328414,39708,12150,2789,188382,183781,4601,1024545,428036,49707,13416,67847,465539,287560,177979,243939,116131,22772,12814,71,92151,74011,18140,842604,300321,43133,17462,3843,477845,371429,106416,140658,24471,6554,8767,903,99963,47918,52045,871063,251752,59752,26312,1962,531285,235979,295306,257622,89343,20481,11369,1621,134808,113905,20903,149626,39201,9981,12900,39802,47742,33693,14049
2008-09,16220060,164444,36963,11182,5274,5681,105344,75843,29501,997277,401331,68482,13837,20511,493116,371235,121881,178247,72600,20589,6697,6144,72217,64344,7873,94860,43261,9778,6476,1611,33734,33644,90,205020,109392,25632,16762,736,52498,52426,72,774153,180366,30677,15424,134323,413363,366288,47075,846002,171824,27406,12448,58876,575448,280608,294840,122122,30092,9277,4051,1136,77566,35336,42230,1155694,295379,235302,42325,39,582649,521404,61245,234613,54315,12205,7164,34018,126911,88381,38530,633209,146510,41517,28460,32198,384524,226361,158163,211784,89127,24468,13642,92,84455,79566,4889,269436,49963,15739,17378,3775,182581,117581,65000,887694,225202,89167,34122,10464,528739,371020,157719,1283675,233465,85456,93436,2445,868873,578148,290725,636356,112882,33460,19801,5098,465115,83817,381298,188187,51151,18764,13565,1192,103515,66735,36780,105418,48463,9796,4639,82,42438,41635,803,1322106,352456,63701,22377,5908,877664,612697,264967,191298,81057,24999,15053,726,69463,30406,39057,582546,129276,44510,25980,10975,371805,200937,170868,307783,48041,18398,16725,4686,219933,137483,82450,333496,92704,28305,9134,246,203107,188422,14685,442037,82751,20611,11972,11990,314713,95290,219423,562112,325720,43178,11945,2594,178675,174341,4334,967493,413124,49437,12512,58002,434418,286830,147588,247525,120625,25501,12450,70,88879,71170,17709,803952,300475,48455,16444,3558,435020,340857,94163,143321,23765,7432,8926,584,102614,45869,56745,935185,306793,70907,24468,2007,531010,222415,308595,270028,100227,28684,11213,2385,127519,112074,15445,122987,38571,10301,12018,14326,47771,33917,13854
2008-10,15657495,170347,30390,10898,4893,12276,111890,78915,32975,883700,325326,58652,13251,19088,467383,349342,118041,179208,71358,20298,7011,6538,74003,64674,9329,93523,43110,9189,6547,659,34018,33851,167,196130,102479,23967,16723,613,52348,52347,1,756898,165862,33532,17199,78355,461950,352517,109433,780583,143478,22479,13190,53453,547983,268079,279904,130193,32605,9566,4329,1379,82314,37735,44579,1163331,273714,233858,53488,62,602209,542465,59744,220126,48482,10368,7580,25955,127741,87534,40207,669669,136743,39321,28101,50358,415146,238149,176997,219522,88526,23915,13964,320,92797,85872,6925,261071,46955,15545,18174,2665,177732,119876,57856,926542,224552,83013,35576,21258,562143,395747,166396,1279586,241866,89624,99393,2299,846404,584771,261633,549039,138296,41451,20685,7417,341190,86530,254660,198886,58481,16949,15029,2028,106399,69158,37241,110146,48190,12060,5001,334,44561,43869,692,1260539,289563,61418,37205,4349,868004,589261,278743,198147,85554,24794,14271,794,72734,30417,42317,597609,131597,42380,27331,21525,374776,211494,163282,291892,47177,14361,17797,8052,204505,141874,62631,301993,84780,19846,8767,156,188444,175329,13115,389266,74512,19287,12044,7261,276162,97922,178240,557091,318384,39005,11882,3030,184790,180417,4373,918783,366897,46306,18335,64901,422344,266005,156339,234482,120571,23199,14039,15,76658,65945,10713,741759,266380,39026,17486,1354,417513,322600,94913,151507,25869,7045,10120,1319,107154,48440,58714,841643,257468,60530,25548,1306,496791,210049,286742,258616,93763,21467,11096,1701,130589,109430,21159,125668,38258,9801,15512,11510,50587,35454,15133
2008-11,14550259,176120,36836,11086,8213,20912,99073,67489,31584,722109,196828,56858,14109,16158,438156,311905,126251,168346,63567,19451,8024,9513,67791,58429,9362,82001,37078,9091,6705,611,28516,28348,168,202602,108453,25654,17853,2477,48165,48165,N/D,673192,140063,25841,17136,57931,432221,320299,111922,665852,125240,22292,21754,47573,448993,232428,216565,124984,28659,8923,4266,3100,80036,33795,46241,1164256,299070,230020,50509,53,584604,521986,62618,206623,45882,11524,7836,30698,110683,84849,25834,674440,145851,42270,30951,80142,375226,224717,150509,220261,89824,24612,13769,665,91391,84037,7354,258185,50538,15397,17706,3168,171376,112420,58956,887391,215871,84979,35655,32515,518371,361264,157107,1274096,234570,84879,87557,2456,864634,569780,294854,486643,103660,30933,22438,14727,314885,82997,231888,190344,51813,18945,15186,3584,100816,65967,34849,102608,46953,9720,4376,339,41220,40554,666,1062843,252134,49473,34704,3836,722696,501529,221167,192239,80711,24650,15080,1345,70453,28718,41735,583831,135034,45601,28166,22657,352373,195088,157285,285486,48184,18329,18746,14391,185836,128782,57054,273228,70940,23940,7323,183,170842,158753,12089,422460,76214,19125,12730,12174,302217,91954,210263,509580,285753,42086,12376,8093,161272,157095,4177,768539,263813,39472,14166,74488,376600,219367,157233,212911,104275,22254,13238,38,73106,60052,13054,631092,210758,39203,17235,3416,360480,275614,84866,141688,25043,7779,10149,1384,97333,44806,52527,815258,264289,64905,28896,1066,456102,201576,254526,242805,85702,27837,11560,1920,115786,98268,17518,128246,38579,10219,14841,20184,44423,29001,15422
2008-12,13078824.3,154175,30040,10167,12202,17049,84717,59358,25359,595488,162813,40684,13250,11813,366928,258526,108402,144613,48966,15994,6895,11645,61113,51521,9592,73686,30022,7457,7020,2173,27014,26777,237,192085,101214,22323,16759,4172,47617,47606,11,571907,139890,27522,18071,33954,352470,277857,74613,576739,107412,17947,28839,54613,367928,203945,163983,128562,28258,8742,4410,5826,81326,31425,49901,1144287,284557,231812,48946,59,578913,521725,57188,194072,41173,8982,12338,43254,88325,68677,19648,603030,138409,37820,29059,81498,316244,200392,115852,204705,86724,23307,13788,381,80505,74266,6239,253820,48626,15198,18122,3183,168691,106030,62661,849249,214560,78636,37536,37060,481457,347182,134275,1251153,248619,88799,88569,3968,821198,574435,246763,506622,138084,41362,22268,20090,284818,82304,202514,186959,58526,17317,15974,3543,91599,60353,31246,101084,43205,11286,5864,970,39759,39118,641,950358,211767,44514,40926,3554,649597,455597,194000,197558,82586,25894,16250,2392,70436,29354,41082,525842,132570,41416,26569,23896,301391,172881,128510,229350,47784,13939,17718,15109,134800,90641,44159,260268,57709,16153,9152,247,177007,164386,12621,318774,68562,17671,12216,10739,209586,83799,125787,386654.81,197236.94,30870.95,12719.26,15082.35,130745.31,126633.49,4111.82,606644.49,165827.64,27487.17,18045.83,66968.87,328314.98,180239.25,148075.73,197357,93225,19058,12176,88,72810,57287,15523,520317,172992,28830,16325,3813,298357,226160,72197,117396,26071,6937,8727,1238,74423,38429,35994,715634,217932,53669,23969,2776,417288,201104,216184,206948,63918,17085,11704,3893,110348,94422,15926,113487,38343,9433,11667,13229,40815,24963,15852
2009-01,13283404.86,167774.42,317799,41571,3880,2251,3052,3046,6,627888.81,941536,90732,3240,2429,12379,12295,84,131341,188401,26617,1432,1088,2372,2370,2,74051.6,209174,20446,1095,1327,1705,1705,0,199001.92,1091599,92475,3641,1412,2928,2926,2,571703.76,996955,85281,6823,13866,13904,13866,38,596042.91,745863,66120,4502,4343,11541,11492,49,122745.62,208472,26872,1564,1156,1956,1950,6,1163701,2614308,381047,1123,35,6761,6749,12,197699.62,416644,42687,4579,3654,4472,4462,10,715500.85,1361956,170552,21818,14827,12139,12102,37,219345.49,785761,84414,4240,986,3320,3316,4,222734.48,609951,76817,1954,601,2146,2137,9,873206.89,1963728,290065,13123,8909,17422,17368,54,1167553.83,2628943,285210,4339,1495,8545,8502,43,451355.53,1229881,185653,11719,5965,5827,5813,14,193484.97,516934,67468,2184,673,2236,2232,4,90577.81,323216,38090,1790,384,2429,2426,3,1007154.89,1286089,121766,6562,4459,30085,29998,87,195535.86,973993,115708,4144,8860,2612,2606,6,543117.98,1407055,190024,4223,3942,6050,6030,20,272831.56,447263,56808,6902,1463,4315,4284,31,270906.17,378661,36845,2448,268,5925,5921,4,373561.84,656522,86620,12016,4518,4852,4798,54,327142.7,791885,77465,4658,2643,8136,8134,2,557483.09,809861,73575,5145,4911,12016,11990,26,195688.32,540646,57260,3357,94,3173,3165,8,530751.12,1023440,96796,4466,2077,15426,15368,58,138358.34,272839,37928,985,458,1242,1229,13,724473.67,236127.5,56188.85,26289.38,3577.14,402290.8,188776.41,213514.39,237865.7,70213.57,23354.61,11591.47,5243.98,127462.07,110883.35,16578.72,122823.11,39125.83,9434.95,18662.65,14022.31,41577.37,24981.36,16596.01
2009-02,13176885.35,159626.92,319767,41724,3913,2247,3039,3033,6,600656.55,942956,90504,3273,2431,12407,12322,85,124344.53,188948,26651,1430,1089,2391,2389,2,72380.86,210214,20413,1097,1339,1707,1707,0,193406.5,1095308,92730,3673,1418,2934,2932,2,602170.12,997777,85473,6860,13880,13888,13850,38,575898.8,744427,65632,4522,4337,11562,11513,49,117883.18,209300,26934,1579,1167,1976,1970,6,1192329,2700076,400666,1122,38,6767,6755,12,197665.36,417520,42671,4579,3676,4460,4450,10,720895.95,1365707,170493,21841,14845,12145,12108,37,218209.98,790157,84736,4247,986,3343,3339,4,251745.12,599551,76015,1953,594,2151,2142,9,856866.55,1970309,290258,13199,8952,17485,17431,54,1232411.31,2562756,265972,4343,1500,8572,8529,43,485194.19,1233747,185876,11741,5975,5849,5835,14,189046.54,522188,68570,2185,675,2256,2252,4,89673.42,324130,38342,1795,390,2439,2436,3,1003775.44,1293338,122229,6610,4467,30182,30094,88,189643.28,976474,116065,4153,8895,2639,2631,8,531443,1411756,190486,4246,3948,6072,6052,20,274695.37,449958,57059,6916,1464,4326,4295,31,248286.04,378437,36558,2462,268,5956,5952,4,342247.85,657965,86726,12048,4535,4866,4812,54,301401.99,793290,77589,4676,2656,8176,8174,2,552609.75,811359,73892,5142,4917,12035,12009,26,191912.61,542362,57435,3383,94,3205,3197,8,494761.59,1029079,96909,4488,2085,15468,15408,60,129539.4,273320,37919,987,460,1240,1227,13,703869.02,212608.28,52871.38,25687.97,4573.1,408128.29,179123.38,229004.91,202896.67,64973.68,16837.58,11907.3,7056.71,102121.4,85998.56,16122.84,129398.46,41056.52,9405.97,19552.21,19571.12,39812.64,23909.1,15903.54
2009-03,14365636.38,175067.59,319656,41799,3917,2247,3048,3042,6,629252.04,943456,90593,3274,2437,12467,12381,86,130419.29,189363,26659,1475,1092,2430,2428,2,75397.06,210435,20344,1095,1320,1709,1709,0,206052.3,1098392,93244,3711,1423,2938,2936,2,624471.35,999711,85545,6866,13951,13903,13865,38,697344.34,742494,66089,4563,4367,11615,11566,49,125543.98,208882,26881,1583,1174,1975,1969,6,1296403,2733103,403664,1124,39,6787,6775,12,200600.93,417158,42811,4550,3684,4506,4496,10,768808.88,1368780,170590,21860,14855,12146,12109,37,210260.91,794812,85024,4263,1003,3348,3343,5,286859.56,590109,74865,1956,595,2161,2152,9,933157.6,1976612,290476,13243,9005,17542,17485,57,1449363.26,2558350,265857,4336,1500,8597,8554,43,482489.26,1236660,186531,11755,5990,5869,5855,14,193927.17,523180,68705,2206,682,2267,2263,4,92896.74,326019,38604,1798,394,2455,2452,3,1177375.1,1291376,122002,6627,4470,30229,30126,103,196345.46,979256,117000,4168,8953,2646,2638,8,567070.13,1416588,191121,4274,3953,6098,6078,20,293161.65,452373,57315,6992,1470,4364,4333,31,269236.59,380174,36872,2460,267,6015,6011,4,374530.91,660057,87063,12070,4552,4869,4815,54,327786.94,795774,77900,4760,2676,8237,8235,2,597160.05,813313,74139,5165,4931,12079,12053,26,204215.56,543393,57638,3409,94,3207,3199,8,537596.55,1029827,97293,4531,2090,15522,15462,60,136881.86,274056,38132,985,459,1246,1233,13,748024.8,219296.89,56842.47,28463.82,7564.83,435856.79,201435,234421.79,219713.88,60712.99,21419.82,10929.81,9308.06,117343.2,99172.19,18171.01,138221.64,37266.84,9499.28,18033.3,28087.55,45334.67,25119.12,20215.55
2009-04,14353843.19,173929.21,320012,41884,3941,2251,3063,3057,6,636984.51,945661,90700,3299,2443,12526,12440,86,129869.02,190060,26699,1490,1092,2489,2487,2,89992.98,211099,20475,1099,1317,1719,1719,0,203162.82,1101737,93571,3732,1424,2947,2945,2,719989.95,1001274,85567,6907,14023,13899,13861,38,680342.41,746202,65871,4544,4389,11649,11600,49,117688.01,209786,27005,1596,1178,1992,1986,6,1189267,2758063,405221,1126,46,6815,6803,12,212543.68,417893,42732,4556,3710,4521,4511,10,766468.06,1370814,170547,21890,14860,12176,12139,37,220364.54,797877,85641,4270,1001,3365,3360,5,262248.46,587562,74488,1960,594,2180,2171,9,908547.41,1981469,290712,13276,9041,17611,17554,57,1261205.12,2546981,265316,4359,1496,8633,8590,43,482995.85,1240463,187130,11782,5995,5906,5892,14,199497.08,524587,68818,2205,687,2278,2274,4,98994.44,327652,38845,1805,393,2465,2462,3,1089027.62,1296958,122392,6661,4485,30448,30345,103,202759.2,981580,117166,4190,8974,2673,2665,8,549261.67,1420638,191557,4332,3959,6126,6106,20,294568.73,453971,57461,7021,1474,4406,4376,30,287740.26,381117,36675,2491,267,6070,6066,4,445220.48,661715,87199,12107,4578,4865,4811,54,342509.38,797489,77987,4763,2689,8268,8266,2,642158.66,815015,74223,5187,4940,12151,12125,26,231611.61,544498,57730,3458,98,3226,3218,8,623197.92,1031682,97283,4540,2095,15591,15531,60,131356.82,275214,38257,989,464,1243,1230,13,761132.82,223538.14,57204.73,25835.98,10563.87,443990.1,206853.07,237137.03,234462.86,74144.42,18805.49,11290.41,10762.35,119460.19,103758.09,15702.1,164744.61,37050.82,9403.21,18949.99,54350.51,44990.08,25653.4,19336.68
